title,company,city,link
Руководитель дирекции,ООО ИЗОБИЛИЕ,Бугульма,https://hh.ru/vacancy/68906193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий студии,ТОО BeFit AST,Нур-Султан,https://hh.ru/vacancy/68724600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела по работе с ключевыми партнерами,ООО Палладиум Стандарт,Москва,https://hh.ru/vacancy/68380402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель пляжа,Курорт MIRACLEON,Анапа,https://hh.ru/vacancy/68750563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий / Директор магазина (ТРЦ ""Альтаир"")",Федеральная сеть книжных магазинов Читай-город,Ярославль,https://hh.ru/vacancy/53624106?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора,ООО Олан,Тюмень,https://hh.ru/vacancy/68620184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по производству,ООО Маркетплейс Среда,Санкт-Петербург,https://hh.ru/vacancy/68776296?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор с опытом работы в сфере общественного питания и продовольствия,ИП Гаспарян Самвел Георгиевич,Москва,https://hh.ru/vacancy/68693707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела активных продаж (РОП),ПрофМастер,Москва,https://hh.ru/vacancy/68580747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель Директора,ТОО MAGNUM. Защита активов и предотвращение потерь/Активтерді қорғау және шығындарды болдырмау,Шымкент,https://hh.ru/vacancy/68902466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию розничной сети,Pedant.ru (ИП Шехтель Андрей Владимирович),Иркутск,https://hh.ru/vacancy/68921231?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала (г. Красноярск),Proplex,Красноярск,https://hh.ru/vacancy/68167235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель направления по аренде спецтехники,ООО Стройпроектконсалдинг,Москва,https://hh.ru/vacancy/68494634?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор нового филиала,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Алматы,https://hh.ru/vacancy/67881495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Операционный директор (2 частные школы),One International School,Москва,https://hh.ru/vacancy/68295253?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по производству (с релокацией),ООО Акульчев,Москва,https://hh.ru/vacancy/66180644?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор отделения страхования,ООО НСС,Москва,https://hh.ru/vacancy/68838023?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж удаленно в продюсерский центр Петра Резникова,ИП Резников Петр Иванович,Москва,https://hh.ru/vacancy/68141288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор,ТОО Актобе-Этажи,Актобе,https://hh.ru/vacancy/67574096?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор гипермаркета,Леруа Мерлен. Гипермаркеты,Кемерово,https://hh.ru/vacancy/67862109?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина (ул. Ленина),"ООО «ОФИСМАГ», Розничное направление: работа в магазине",Рузаевка,https://hh.ru/vacancy/68640695?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель филиала-магазина (г. Вельск),Трактородеталь,Вельск,https://hh.ru/vacancy/67023770?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала B2B (отделочные материалы),ООО Комплектстрой,Владивосток,https://hh.ru/vacancy/68254167?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по строительству,ЯСКА,Москва,https://hh.ru/vacancy/68733259?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам,ТОО RB Brands,Алматы,https://hh.ru/vacancy/68233418?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель в офис,Реал Инвест,Сочи,https://hh.ru/vacancy/66171126?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий автосервисом (м. Планерная),Автопилот,Москва,https://hh.ru/vacancy/67986464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель генерального директора по логистике в ТЭК,ООО МАРШАЛ,Санкт-Петербург,https://hh.ru/vacancy/67159985?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор розничного магазина (сантехника),Водопад,Санкт-Петербург,https://hh.ru/vacancy/67296702?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,ИП Якимов Руслан Евгеньевич,Медведево,https://hh.ru/vacancy/68281305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию бизнеса,BLOOMGAR,Санкт-Петербург,https://hh.ru/vacancy/68431105?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Региональный управляющий/управляющий группой магазинов,ИП Показаньев Павел Владимирович,Екатеринбург,https://hh.ru/vacancy/68488674?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Кустовой директор,Слата,Усть-Илимск,https://hh.ru/vacancy/55896748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Исполнительный директор,ООО Финанс Бизнес Консалт,Краснодар,https://hh.ru/vacancy/50065847?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий директор в ресторан,ТОО DIBA GROUP,Нур-Султан,https://hh.ru/vacancy/68102138?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор,ООО ЭКОСРЕДА,Москва,https://hh.ru/vacancy/68396846?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Коммерчески директор (WB,OZON + оффлайн)",ООО Долсо,Сочи,https://hh.ru/vacancy/68710689?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина SUNLIGHT / САНЛАЙТ,SUNLIGHT/САНЛАЙТ,Таганрог,https://hh.ru/vacancy/68149435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник отдела коммерческой недвижимости (фонды),Группа Самолет,Москва,https://hh.ru/vacancy/68730274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам / Коммерческий директор туроператора,ООО ЭМЦ,Москва,https://hh.ru/vacancy/68893337?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Исполнительный директор (металлопрокат, кровельно-фасадные материалы)",ООО Ленинградский Завод Металлоконструкций Металлгарант,Новосибирск,https://hh.ru/vacancy/68867488?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий/Управляющая торговым центром,ООО УК Возрождение,Архангельск,https://hh.ru/vacancy/68564997?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель сектора,Леруа Мерлен. Гипермаркеты,Рязань,https://hh.ru/vacancy/54462172?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Категорийный директор,ТОО JMart,Алматы,https://hh.ru/vacancy/68722687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий сети,"ООО Флэш, РА",Владивосток,https://hh.ru/vacancy/67789889?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор департамента продаж,Этажи Красноярск,Казань,https://hh.ru/vacancy/68728957?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор по корпоративным продажам,ТДО Qurmet Pro,Алматы,https://hh.ru/vacancy/68032153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель направления развития бизнеса,Петро-Сервис,Санкт-Петербург,https://hh.ru/vacancy/68185677?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Исполнительный директор в УК ""Термы""",ООО УК Термы,Ижевск,https://hh.ru/vacancy/67971973?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор автосервисного центра,ШИНСЕРВИС,Москва,https://hh.ru/vacancy/66931214?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Старший администратор клиники/Руководитель отдела продаж медицинских услуг/ Руководитель медицинский,Клиника лечения позвоночника и суставов доктора Длина,Москва,https://hh.ru/vacancy/68441287?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,ТОО САЙБО,Нур-Султан,https://hh.ru/vacancy/68728164?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Операционный директор,Нек. орг. Ассоциация предприятий индустрии детских товаров,Москва,https://hh.ru/vacancy/68564066?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий фабрики-кухни,ООО За Обе Щеки,Москва,https://hh.ru/vacancy/68537955?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор / Руководитель,Группа компаний Радуга,Самара,https://hh.ru/vacancy/68678521?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Директор магазина (Нижневартовск, Интернациональная, 38а)",Пятёрочка. Магазины,Нижневартовск,https://hh.ru/vacancy/68939151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор проекта (открытие колледжей в регионах),СИНЕРГИЯ,Москва,https://hh.ru/vacancy/67771100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий магазином ""Нью Йоркер"" ТЦ Амбар",NEW YORKER,Самара,https://hh.ru/vacancy/68732946?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор направления Новых Автомобилей,ТОО Урал-Кров-Авто Плюс,Уральск,https://hh.ru/vacancy/68389664?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Финансовый директор,ЭР-Телеком,Пермь,https://hh.ru/vacancy/68717458?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала/коммерческий директор,ООО Ивита,Орск,https://hh.ru/vacancy/68701686?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель обособленного подразделения в г. Казань,ООО Металл-Завод,Казань,https://hh.ru/vacancy/68330506?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель объекта строительства,ООО Гео-Инвест,Севастополь,https://hh.ru/vacancy/68084919?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий розничным магазином ТЦ Галерея Астор, Телеграф",Моллис,Ростов-на-Дону,https://hh.ru/vacancy/68202425?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий дополнительным офисом,АО Коммерческий банк «Хлынов»,Ижевск,https://hh.ru/vacancy/68723376?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель группы/Руководитель проекта,ИП Белугин Дмитрий Александрович,Орел,https://hh.ru/vacancy/68731159?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,ЗНАЕМ КАК,Москва,https://hh.ru/vacancy/66679152?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу,Сеть фитнес клубов Наутилус,Хабаровск,https://hh.ru/vacancy/68614392?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,Наймиум,Москва,https://hh.ru/vacancy/67977853?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий в бутик женской одежды,Malina Bonita,Нижний Новгород,https://hh.ru/vacancy/68713391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор,Леруа Мерлен. Гипермаркеты,Новокузнецк,https://hh.ru/vacancy/68449293?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
HR-Директор,BTL FM,Москва,https://hh.ru/vacancy/67495997?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Директор магазина Светофор, г. Ершов","Светофор, Сеть магазинов низких цен",Ершов,https://hh.ru/vacancy/68711568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию,АО Экоинжиниринг,Санкт-Петербург,https://hh.ru/vacancy/68600724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж загородной недвижимости,ООО Царское Село,Тверь,https://hh.ru/vacancy/68466914?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина/Управляющий (ТЦ МЕГА),Charuel,Новосибирск,https://hh.ru/vacancy/67858017?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник производства деревянных домов,ООО Велеса,Шлиссельбург,https://hh.ru/vacancy/68117642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина Светофор (г. Тимашевск),ООО Торгсервис 123,Тимашевск,https://hh.ru/vacancy/68781088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по производству,Биодевайс,Великий Новгород,https://hh.ru/vacancy/68665713?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор парка,Группа компаний Троя,Красноярск,https://hh.ru/vacancy/52870446?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий в бутик женской одежды,Malina Bonita,Минск,https://hh.ru/vacancy/68515649?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель службы общественного питания/F&B директор (управляющий),ООО ГК Новиков,Москва,https://hh.ru/vacancy/68264683?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий пиццерией,ООО Фамильные Пекарни,Воронеж,https://hh.ru/vacancy/68247616?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Исполнительный директор/Операционный директор,ООО Фирма Теплостройпроект-С,Ростов-на-Дону,https://hh.ru/vacancy/68684697?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управление проектом / Директор направления,ООО Флексом,Москва,https://hh.ru/vacancy/68204716?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий магазином (ТЦ ""Торговый Парк"")",NEW YORKER,Тверь,https://hh.ru/vacancy/67469015?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий магазином New Yorker (ТЦ Космос),NEW YORKER,Ставрополь,https://hh.ru/vacancy/67801718?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина ТС Светофор ( п. Джубга ),ООО Торгсервис 123,Джубга,https://hh.ru/vacancy/68781079?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий по работе с агентствами,RedCat,Москва,https://hh.ru/vacancy/68260954?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж (коммерция),ООО Техно Лит,Москва,https://hh.ru/vacancy/68231945?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель технического департамента,ООО АУРА,Новосибирск,https://hh.ru/vacancy/68537621?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник отдела развития продаж,ООО Липецкая трубная компания Свободный сокол,Москва,https://hh.ru/vacancy/67600511?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник производства,ООО НОВЫЙ ЗАВОД,Екатеринбург,https://hh.ru/vacancy/68031335?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж грузовиков и спецтехники,ООО Грузовая Техника Челябинск,Краснодар,https://hh.ru/vacancy/68780583?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Финансовый директор,ООО Тоталлук,Москва,https://hh.ru/vacancy/68063215?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник отдела по работе с клиентами,ООО Неро Электроникс,Минск,https://hh.ru/vacancy/67013474?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,ООО Восторг 76,Белгород,https://hh.ru/vacancy/68867779?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Территориальный управляющий (офис),Like Центр,Уфа,https://hh.ru/vacancy/68452803?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющая/Управляющий в ногтевую студию,Nail Paradise,Самара,https://hh.ru/vacancy/68827560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продукту (СРО),НКО МОНЕТА (ООО),Казань,https://hh.ru/vacancy/68806360?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
